ID,WellID,Row,Column,RowName,ColumnName,WellName,DateTime,Timepoint,ElapsedTime,Description,[Cell] Count,[Cell] (Nuc2) Area (AVG),[Cell] (Nuc2) Diameter (AVG),[Cell] (Nuc2) Circumference (AVG),[Cell] (Nuc2) Circularity (AVG),[Cell] (Nuc2) Compactness (AVG),[Cell] (Nuc2) Anisometry (AVG),[Cell] (Nuc2) TotalIntensity CH1 (AVG),[Cell] (Nuc2) TotalIntensity CH2 (AVG),[Cell] (Nuc2) TotalIntensity CH3 (AVG),[Cell] (Nuc2) MeanIntensity CH1 (AVG),[Cell] (Nuc2) MeanIntensity CH2 (AVG),[Cell] (Nuc2) MeanIntensity CH3 (AVG),[Cell] (Nuc2) TotalPeak CH1 (AVG),[Cell] (Nuc2) TotalPeak CH2 (AVG),[Cell] (Nuc2) TotalPeak CH3 (AVG),[Cell] (Nuc2) TotalRidge CH1 (AVG),[Cell] (Nuc2) TotalRidge CH2 (AVG),[Cell] (Nuc2) TotalRidge CH3 (AVG),[Cell] (Nuc2) MeanPeak CH1 (AVG),[Cell] (Nuc2) MeanPeak CH2 (AVG),[Cell] (Nuc2) MeanPeak CH3 (AVG),[Cell] (Nuc2) MeanRidge CH1 (AVG),[Cell] (Nuc2) MeanRidge CH2 (AVG),[Cell] (Nuc2) MeanRidge CH3 (AVG),[Cell] (CellBody) Area (AVG),[Cell] (CellBody) Diameter (AVG),[Cell] (CellBody) Circumference (AVG),[Cell] (CellBody) Circularity (AVG),[Cell] (CellBody) Compactness (AVG),[Cell] (CellBody) Anisometry (AVG),[Cell] (CellBody) TotalIntensity CH2 (AVG),[Cell] (CellBody) TotalIntensity CH3 (AVG),[Cell] (CellBody) TotalIntensity CH4 (AVG),[Cell] (CellBody) TotalIntensity CH5 (AVG),[Cell] (CellBody) MeanIntensity CH2 (AVG),[Cell] (CellBody) MeanIntensity CH3 (AVG),[Cell] (CellBody) MeanIntensity CH4 (AVG),[Cell] (CellBody) MeanIntensity CH5 (AVG),[Cell] (CellBody) MinIntensity CH2 (AVG),[Cell] (CellBody) MinIntensity CH3 (AVG),[Cell] (CellBody) MinIntensity CH4 (AVG),[Cell] (CellBody) MinIntensity CH5 (AVG),[Cell] (CellBody) MaxIntensity CH2 (AVG),[Cell] (CellBody) MaxIntensity CH3 (AVG),[Cell] (CellBody) MaxIntensity CH4 (AVG),[Cell] (CellBody) MaxIntensity CH5 (AVG),[Cell] (CellBody) TotalPeak CH2 (AVG),[Cell] (CellBody) TotalPeak CH3 (AVG),[Cell] (CellBody) TotalPeak CH4 (AVG),[Cell] (CellBody) TotalPeak CH5 (AVG),[Cell] (CellBody) TotalHole CH2 (AVG),[Cell] (CellBody) TotalHole CH3 (AVG),[Cell] (CellBody) TotalHole CH4 (AVG),[Cell] (CellBody) TotalHole CH5 (AVG),[Cell] (CellBody) TotalRidge CH2 (AVG),[Cell] (CellBody) TotalRidge CH3 (AVG),[Cell] (CellBody) TotalRidge CH4 (AVG),[Cell] (CellBody) TotalRidge CH5 (AVG),[Cell] (CellBody) TotalValley CH2 (AVG),[Cell] (CellBody) TotalValley CH3 (AVG),[Cell] (CellBody) TotalValley CH4 (AVG),[Cell] (CellBody) TotalValley CH5 (AVG),[Cell] (CellBody) TotalEdge CH2 (AVG),[Cell] (CellBody) TotalEdge CH3 (AVG),[Cell] (CellBody) TotalEdge CH4 (AVG),[Cell] (CellBody) TotalEdge CH5 (AVG),[Cell] (CellBody) TotalSaddle CH2 (AVG),[Cell] (CellBody) TotalSaddle CH3 (AVG),[Cell] (CellBody) TotalSaddle CH4 (AVG),[Cell] (CellBody) TotalSaddle CH5 (AVG),[Cell] (CellBody) MeanPeak CH2 (AVG),[Cell] (CellBody) MeanPeak CH3 (AVG),[Cell] (CellBody) MeanPeak CH4 (AVG),[Cell] (CellBody) MeanPeak CH5 (AVG),[Cell] (CellBody) MeanHole CH2 (AVG),[Cell] (CellBody) MeanHole CH3 (AVG),[Cell] (CellBody) MeanHole CH4 (AVG),[Cell] (CellBody) MeanHole CH5 (AVG),[Cell] (CellBody) MeanRidge CH2 (AVG),[Cell] (CellBody) MeanRidge CH3 (AVG),[Cell] (CellBody) MeanRidge CH4 (AVG),[Cell] (CellBody) MeanRidge CH5 (AVG),[Cell] (CellBody) MeanValley CH2 (AVG),[Cell] (CellBody) MeanValley CH3 (AVG),[Cell] (CellBody) MeanValley CH4 (AVG),[Cell] (CellBody) MeanValley CH5 (AVG),[Cell] (CellBody) MeanEdge CH2 (AVG),[Cell] (CellBody) MeanEdge CH3 (AVG),[Cell] (CellBody) MeanEdge CH4 (AVG),[Cell] (CellBody) MeanEdge CH5 (AVG),[Cell] (CellBody) MeanSaddle CH2 (AVG),[Cell] (CellBody) MeanSaddle CH3 (AVG),[Cell] (CellBody) MeanSaddle CH4 (AVG),[Cell] (CellBody) MeanSaddle CH5 (AVG)
132,175,8,7,H,7,H-07,2021-03-30 01:04:20 +02:00,1,0,,46,183.0282,16.5550,52.0392,0.843777,1.187805,1.181677,229659.04,54974.76,71891.50,524.6352,124.6215,164.5034,531.090260,506.703847,620.829289,1318.043554,1115.499705,1825.347452,1.252357,1.184383,1.459518,3.122638,2.604558,4.279718,217.7481,19.5011,58.2303,0.748020,1.251819,1.248442,64027.87,89416.22,31327.07,5028491.15,124.4206,172.6566,60.0481,9861.6446,32.46,11.02,3.28,5933.28,290.52,590.80,213.87,12834.24,26.333452,26.127036,37.815945,5.282338,23.773469,32.554266,43.380514,3.261084,80.318236,94.846285,129.366363,15.910800,75.894978,101.193596,133.413143,13.502434,199.675764,351.882748,350.179694,85.537227,48.462741,63.597558,82.918069,10.681810,0.051676,0.051462,0.074474,0.010565,0.046325,0.064017,0.085461,0.006615,0.157509,0.186783,0.254924,0.031826,0.148442,0.199239,0.262857,0.027161,0.393994,0.694787,0.691084,0.173004,0.095044,0.125275,0.163488,0.021429
140,176,8,8,H,8,H-08,2021-03-30 01:04:37 +02:00,1,0,,78,180.7009,16.6531,52.4225,0.819824,1.229229,1.195421,233547.58,56801.21,76625.33,539.9351,132.3540,177.4654,520.903724,509.459615,627.195783,1321.658901,1123.260422,1797.246054,1.246411,1.213107,1.503011,3.138925,2.667032,4.277693,205.3580,19.2320,58.4832,0.718960,1.351486,1.275838,63664.09,89051.60,31779.64,4660384.28,131.7960,183.0434,65.5384,9686.4303,30.53,9.49,3.19,5874.13,318.28,618.44,224.64,12841.67,23.876217,24.989495,35.393004,4.573560,22.052389,31.056709,40.542712,3.224751,73.562515,89.923061,120.802220,14.371691,69.813065,95.864370,124.250126,12.763694,192.742964,330.997297,330.154113,81.941516,44.194458,59.931450,77.204806,9.774085,0.049720,0.052111,0.073558,0.009598,0.045906,0.064648,0.084374,0.006799,0.153612,0.187340,0.251213,0.030128,0.145853,0.199610,0.258481,0.026805,0.405705,0.691011,0.689098,0.173527,0.092593,0.124719,0.160589,0.020485
149,177,8,9,H,9,H-09,2021-03-30 01:04:55 +02:00,1,0,,51,173.5302,16.0249,50.4779,0.847676,1.183147,1.198744,214910.57,52665.88,69904.29,524.6321,126.5781,172.3228,509.061053,490.416612,600.743436,1289.764026,1045.522599,1701.406691,1.250193,1.194577,1.477301,3.150963,2.569678,4.175999,192.3398,17.8076,54.3117,0.783149,1.237463,1.250268,58266.53,80420.20,28181.41,4431924.18,126.8489,178.9683,63.2152,9792.8023,31.18,10.88,3.61,5977.41,282.37,592.51,214.80,12819.04,22.401454,23.715832,34.215419,4.384002,19.947778,28.575041,38.183840,3.003573,68.432791,84.591072,116.584920,13.542375,64.127995,89.244826,118.157292,11.882492,180.182208,311.945259,310.454188,79.550119,41.167020,56.086052,74.064620,9.174345,0.049669,0.052250,0.075430,0.009651,0.044435,0.062824,0.084134,0.006699,0.151925,0.186062,0.256606,0.029947,0.142598,0.196234,0.260131,0.026393,0.398646,0.686693,0.685188,0.176026,0.091495,0.123294,0.162907,0.020337
157,178,8,10,H,10,H-10,2021-03-30 01:05:12 +02:00,1,0,,75,176.4651,16.2808,51.2279,0.836337,1.198477,1.195310,227784.12,54696.72,71167.77,547.8744,130.6314,168.8397,520.296535,494.116719,610.053699,1318.804549,1118.704266,1741.568753,1.280356,1.201521,1.484510,3.254212,2.732177,4.236828,201.9838,18.3458,55.7848,0.769987,1.244780,1.227100,61974.52,83541.91,29286.31,4645519.31,129.7562,173.9652,61.0865,9821.3618,31.41,11.23,3.19,5873.77,324.57,569.47,206.17,12877.05,23.389036,25.011764,35.646333,4.631122,21.719253,30.653587,40.529624,2.964965,72.489058,89.410034,121.233358,14.041992,69.085020,94.793302,124.205160,12.066126,189.687861,321.003401,319.921230,79.403279,43.842138,59.348885,76.799646,9.428327,0.049676,0.053209,0.075741,0.009889,0.046039,0.064814,0.085799,0.006424,0.154057,0.189832,0.257100,0.030082,0.146757,0.200767,0.263059,0.025982,0.405617,0.680194,0.678097,0.172265,0.093257,0.125865,0.162685,0.020264
165,179,8,11,H,11,H-11,2021-03-30 01:05:30 +02:00,1,0,,49,173.7749,15.8759,50.8182,0.867667,1.189303,1.123234,217868.16,55729.00,66496.02,536.0581,138.0417,162.6101,510.597756,481.905282,593.785424,1322.783122,1057.644060,1783.216252,1.262634,1.188241,1.462592,3.286950,2.607814,4.398659,197.2226,18.0094,55.5331,0.783880,1.257156,1.174422,62102.96,79094.16,28724.00,4514928.45,137.3474,170.9780,62.5247,9759.9442,32.65,8.76,2.88,6114.10,315.53,595.29,220.96,12725.82,23.340917,26.736830,36.466037,4.226690,20.938907,32.522143,41.229903,2.842472,71.142923,95.319933,124.428753,13.172199,67.029462,101.108414,126.670055,11.552649,180.636672,329.199505,323.100417,76.214493,42.635077,63.269831,78.728046,8.952600,0.050189,0.057736,0.078401,0.009240,0.044891,0.070110,0.088566,0.006376,0.152799,0.205594,0.267701,0.028959,0.143831,0.218011,0.272505,0.025641,0.392997,0.713757,0.699319,0.169130,0.091509,0.136337,0.169549,0.019771
173,180,8,12,H,12,H-12,2021-03-30 01:05:49 +02:00,1,0,,24,180.3629,16.4608,52.1096,0.840725,1.209440,1.192432,253217.50,55488.50,85057.29,593.3887,132.8006,199.7583,527.816233,505.747894,656.645067,1370.755944,1072.963322,1858.791642,1.260731,1.208825,1.572028,3.269639,2.573543,4.409954,198.9307,18.8328,56.7677,0.751988,1.305733,1.309717,60506.63,94984.58,32564.08,4578640.63,132.2188,203.4281,70.1936,9804.3164,32.96,11.63,3.17,6017.71,294.13,670.29,241.25,13319.79,23.405395,24.154833,35.063287,4.218761,20.755590,29.750995,40.600029,3.271507,70.717446,87.693809,121.170905,13.872780,66.086783,93.202252,125.432575,12.826334,182.326545,328.099982,328.242117,84.591528,42.266790,58.647644,78.029586,9.682588,0.050001,0.051810,0.074922,0.009074,0.044231,0.063336,0.086521,0.007053,0.151272,0.187664,0.258888,0.029833,0.141205,0.198888,0.267407,0.027588,0.396055,0.701431,0.699917,0.182653,0.090378,0.125389,0.166691,0.020846
181,181,8,13,H,13,H-13,2021-03-30 01:06:07 +02:00,1,0,,40,171.3837,15.8567,50.8579,0.855624,1.239418,1.139571,225891.30,53430.45,70991.68,557.8852,135.1200,172.1123,505.912745,498.759989,596.282180,1311.392789,1096.979739,1706.380845,1.267234,1.235115,1.465431,3.286951,2.743633,4.250656,192.8040,18.5317,55.9256,0.740663,1.306292,1.230780,59945.25,80086.68,28568.98,4453514.58,133.7140,174.4050,63.1135,9827.9157,30.20,7.65,2.35,5876.70,326.80,616.98,220.08,12756.08,22.711590,24.199453,33.404378,4.537284,20.978661,29.628740,37.968275,3.103653,70.548796,86.116620,113.548487,14.147196,67.055118,91.112944,116.277438,12.470817,187.778389,315.808999,313.002373,80.339798,42.618839,56.767356,72.003288,9.653669,0.050174,0.053853,0.073617,0.010047,0.046397,0.066466,0.084263,0.007007,0.156124,0.192557,0.251187,0.031499,0.148417,0.204321,0.258042,0.027970,0.419405,0.705237,0.697341,0.180417,0.094382,0.127274,0.159692,0.021556
189,182,8,14,H,14,H-14,2021-03-30 01:06:25 +02:00,1,0,,61,176.8066,16.3328,51.7839,0.828205,1.229731,1.186222,219736.13,60109.13,69707.64,532.7002,141.0401,167.9262,529.852393,486.199535,621.514147,1356.194437,1160.013172,1854.660802,1.329123,1.164468,1.499116,3.438533,2.796504,4.505690,200.7582,18.6682,57.0535,0.734402,1.308499,1.249609,66646.70,79643.33,29301.79,4537760.84,139.2911,170.1911,63.0354,9640.1379,30.05,9.82,3.41,5942.08,373.07,631.80,233.44,13003.95,23.420033,25.147884,34.708528,4.497964,22.421366,32.107255,40.843913,3.348370,74.109902,92.351836,120.923220,14.535749,71.475484,99.075276,125.497806,13.185787,199.666620,336.685736,334.847643,79.837220,45.352471,62.182680,78.329566,10.076956,0.049622,0.053537,0.073209,0.009713,0.047355,0.068743,0.086538,0.007425,0.156792,0.196900,0.255676,0.031638,0.150960,0.211685,0.265900,0.028967,0.425997,0.721253,0.715883,0.175828,0.095775,0.132907,0.166055,0.022023
102,183,8,15,H,15,H-15,2021-03-30 01:06:42 +02:00,1,0,,49,177.2374,16.3479,51.4946,0.841222,1.200294,1.189401,215871.73,56832.78,69340.22,508.0564,134.2257,163.8232,514.188894,524.100076,608.146803,1317.919953,1155.855364,1786.346107,1.249163,1.262088,1.460669,3.190289,2.781562,4.330074,198.8020,18.3463,55.0768,0.759696,1.224431,1.251928,63008.22,79588.33,28680.16,4538685.63,133.4990,168.8624,60.7326,9732.0678,31.80,10.57,3.22,5944.88,315.94,574.16,208.24,12714.45,23.820132,23.892419,34.856173,4.503717,22.019930,30.295171,40.154128,3.036000,74.134784,87.845557,119.572129,13.776629,70.539972,93.831277,123.372140,12.013658,195.479254,329.563797,328.102887,78.603075,45.366285,59.118852,76.748260,9.293286,0.051315,0.051347,0.074817,0.009715,0.047373,0.065263,0.086387,0.006537,0.159589,0.189329,0.257053,0.029734,0.151754,0.202329,0.265504,0.025933,0.420662,0.710271,0.706412,0.170416,0.097587,0.127585,0.165168,0.020093
110,184,8,16,H,16,H-16,2021-03-30 01:07:00 +02:00,1,0,,43,177.2364,16.2540,51.1099,0.839973,1.192715,1.195321,225596.35,57981.58,71104.91,535.8413,140.1993,167.9135,519.096100,547.605507,638.709119,1339.772310,1233.714945,1850.159653,1.300969,1.329555,1.526290,3.341163,3.007408,4.436213,199.3180,18.2672,56.1634,0.760694,1.277364,1.203515,64512.56,82895.12,29540.84,4551532.79,139.2074,175.1722,63.6471,9717.0878,29.91,9.16,3.05,5829.42,354.26,636.42,223.88,12638.65,23.272561,24.499024,34.885151,4.630254,22.001688,31.076926,40.809068,3.171967,73.197690,90.212923,120.302655,14.111122,70.470706,96.768561,124.542404,12.457718,206.423916,336.187293,334.029762,79.852641,45.161123,61.006034,77.050107,9.524438,0.049645,0.052613,0.074333,0.009913,0.047000,0.066491,0.087051,0.006859,0.156512,0.192956,0.256049,0.030353,0.150803,0.206705,0.265166,0.026890,0.448194,0.718350,0.714922,0.173224,0.096791,0.130414,0.164104,0.020538
118,185,8,17,H,17,H-17,2021-03-30 01:07:18 +02:00,1,0,,41,170.8854,15.9322,50.6958,0.845373,1.213778,1.170200,225479.59,53843.49,69771.02,562.8398,135.0076,172.7943,524.482966,487.974296,612.603394,1357.023729,1116.850376,1832.306553,1.316695,1.233467,1.552332,3.455822,2.820630,4.626917,197.2281,18.0738,55.8946,0.774333,1.281080,1.223446,61964.34,83007.27,29954.15,4543286.10,134.9254,178.5444,65.6574,9831.1718,31.39,9.44,2.93,5827.56,344.83,640.20,239.22,13130.78,23.080070,24.819937,35.032865,4.546827,21.749504,31.231776,40.909117,3.266381,72.517689,90.994780,121.345070,14.360138,69.409956,97.232583,125.604661,12.865733,193.421210,332.048478,333.177271,83.673008,44.084602,61.335056,78.232633,9.823412,0.050206,0.053170,0.074706,0.010016,0.047513,0.067293,0.088135,0.007536,0.158370,0.195919,0.260398,0.032060,0.151680,0.209798,0.270546,0.029242,0.427666,0.723149,0.726922,0.188962,0.096531,0.132406,0.168649,0.022134
126,186,8,18,H,18,H-18,2021-03-30 01:07:36 +02:00,1,0,,36,186.4459,16.6972,52.7648,0.848326,1.194320,1.176510,216619.61,58039.17,76316.06,493.4470,134.2456,174.0635,532.656019,519.161259,628.695029,1353.354833,1106.464715,1851.637638,1.233455,1.199043,1.435854,3.169088,2.568761,4.260785,204.5648,18.6693,56.2606,0.773303,1.239686,1.234911,63905.75,86470.78,30840.00,4640719.61,135.1205,180.2604,64.2828,9680.2076,31.97,7.92,2.50,6071.19,313.31,624.11,236.83,12634.61,23.293412,25.740684,36.970459,3.920953,20.745672,32.044754,42.905428,3.034503,71.626157,93.307123,128.000323,12.589059,67.007669,99.193752,131.833736,11.606255,184.620492,335.558222,339.707529,77.047710,43.007786,61.744225,82.041054,8.780817,0.048507,0.053555,0.076774,0.008316,0.043274,0.066970,0.089505,0.006556,0.149690,0.194847,0.266787,0.026885,0.140101,0.207414,0.275018,0.024956,0.391596,0.705609,0.712662,0.165782,0.090170,0.129205,0.171134,0.018829
135,187,8,19,H,19,H-19,2021-03-30 01:07:54 +02:00,1,0,,48,166.7471,15.8067,49.3787,0.839632,1.174059,1.170380,227349.23,53535.83,68818.90,579.1321,133.3872,172.5050,494.558036,489.751680,578.936180,1311.293288,1127.239340,1718.200567,1.275910,1.239608,1.481568,3.395751,2.877132,4.399972,189.6025,17.6260,53.6479,0.785478,1.218635,1.195331,60624.29,79784.06,29033.38,4363306.46,132.8844,177.1036,64.3382,9804.6237,31.67,13.44,4.44,5974.63,336.56,625.10,225.38,12744.58,22.231555,23.847406,33.826061,4.312748,20.674833,29.588903,38.532639,3.019645,69.407630,85.777089,115.802518,13.347669,66.160669,91.209486,118.928640,11.763281,188.889489,309.045046,307.007229,76.106658,42.370633,57.478762,73.967488,9.036645,0.050180,0.053831,0.076379,0.009662,0.046389,0.066479,0.086803,0.006804,0.156258,0.193608,0.261601,0.029964,0.148577,0.205521,0.268247,0.026470,0.423857,0.694503,0.690411,0.172712,0.095259,0.129730,0.167004,0.020301
144,188,8,20,H,20,H-20,2021-03-30 01:08:12 +02:00,1,0,,57,181.0082,16.4824,51.8593,0.841716,1.194672,1.169112,237905.16,57292.60,76797.51,552.9291,137.8343,178.7191,544.623536,483.771014,642.174607,1385.856157,1101.114228,1816.252097,1.289384,1.149880,1.509636,3.307767,2.623054,4.294449,215.0106,19.6713,59.3081,0.724061,1.316613,1.257840,67490.51,94968.63,33144.75,4901981.32,136.6153,187.1849,65.9189,9712.2263,32.07,10.91,3.60,5965.60,319.58,614.35,220.11,12621.04,24.244650,26.179325,37.556775,4.724413,22.392778,32.257525,42.518805,3.094926,75.581305,94.520918,127.389591,14.531912,71.788031,100.220412,130.449923,12.534265,197.041443,347.983061,348.656801,81.572313,45.826926,63.043886,81.162299,9.778349,0.047958,0.051607,0.074200,0.009454,0.044591,0.064004,0.084409,0.006399,0.150381,0.187271,0.252725,0.029316,0.143239,0.199015,0.259082,0.025597,0.398908,0.693720,0.695671,0.165540,0.091581,0.125218,0.161321,0.019848
153,189,8,21,H,21,H-21,2021-03-30 01:08:30 +02:00,1,0,,40,173.7756,15.9318,51.2060,0.858606,1.214594,1.140746,208049.43,60030.63,72632.68,510.8074,154.1266,175.8690,512.267958,485.255850,603.846564,1324.524508,1082.088311,1723.973209,1.271211,1.196530,1.477872,3.317550,2.671582,4.268008,197.1306,18.0463,55.5020,0.777954,1.254383,1.227172,66006.45,85290.15,31060.70,4524340.45,152.2227,183.9498,67.3099,9803.3718,35.35,8.78,3.60,5945.43,359.90,603.98,228.93,12808.95,23.470863,24.266363,34.599663,4.590699,21.600034,29.586523,38.827561,3.146466,73.131471,86.509382,118.233027,14.138964,69.368024,91.583962,120.466740,12.351976,188.995747,316.364813,316.579630,80.388540,44.401948,57.605826,75.728231,9.560942,0.050705,0.052835,0.075069,0.010070,0.046598,0.064484,0.084049,0.006885,0.158296,0.188928,0.256558,0.031034,0.149872,0.200081,0.261100,0.027117,0.412889,0.688404,0.685733,0.177789,0.096129,0.126111,0.164321,0.021000
162,190,8,22,H,22,H-22,2021-03-30 01:08:49 +02:00,1,0,,33,167.1232,15.7700,49.7368,0.844154,1.189298,1.177019,205859.85,53462.82,63963.21,524.0673,138.1805,161.3677,499.983235,519.677814,578.533166,1349.813932,1134.307358,1655.245057,1.276102,1.323273,1.460639,3.492091,2.892707,4.179825,189.4535,17.6729,54.3664,0.774644,1.256273,1.220959,60971.76,74321.39,27546.42,4351765.27,138.1323,167.5133,62.1633,9787.7828,32.97,9.30,3.21,5883.33,337.58,534.82,204.27,12726.42,22.256755,23.777394,33.292795,4.511538,21.036887,28.817576,38.646038,3.157696,70.397576,84.824150,115.644396,13.998915,67.570088,89.362884,118.905990,12.449365,196.579418,309.753377,313.226217,79.104137,43.543999,56.003486,74.496605,9.608963,0.049936,0.053511,0.074776,0.010103,0.047193,0.064706,0.086501,0.007106,0.158137,0.190788,0.259268,0.031414,0.151787,0.200815,0.266073,0.028009,0.442896,0.693254,0.699778,0.178871,0.097820,0.125902,0.166595,0.021590
171,191,8,23,H,23,H-23,2021-03-30 01:09:06 +02:00,1,0,,54,173.1578,15.9418,50.3889,0.854370,1.182425,1.150353,214760.43,54697.37,72626.56,524.1072,133.2330,176.9164,508.301627,493.683228,591.118288,1294.080539,1072.067840,1779.439375,1.262814,1.217055,1.453679,3.236316,2.653014,4.399569,199.7811,18.3229,56.0895,0.768176,1.275961,1.210431,63328.35,85295.87,30708.06,4552901.96,132.8384,182.5600,65.6196,9721.8047,31.72,8.61,3.02,5914.04,311.91,644.22,240.70,12820.04,23.442829,24.777060,35.372166,4.374269,21.561449,31.438967,40.971543,3.111584,72.218790,90.404996,121.741127,13.821514,68.592076,96.862104,125.549255,12.322625,192.891152,333.965958,333.873048,78.211787,43.713295,60.447452,78.026186,9.435409,0.050388,0.052837,0.075187,0.009423,0.046180,0.067017,0.087031,0.006873,0.155198,0.193107,0.259049,0.030048,0.147120,0.206774,0.267153,0.027029,0.414112,0.715762,0.715049,0.171490,0.093877,0.129226,0.166187,0.020612
179,194,9,2,I,2,I-02,2021-03-30 01:15:43 +02:00,1,0,,42,175.5235,16.5005,51.9664,0.810500,1.250254,1.219322,239307.57,64153.12,77937.67,571.7072,153.3873,185.2196,509.321872,525.552017,597.389261,1367.982464,1191.650310,1886.289160,1.260546,1.278520,1.452683,3.426429,2.918048,4.632635,196.6224,18.4611,56.1886,0.731289,1.306992,1.281536,70579.26,89727.74,32999.12,4513578.38,152.7035,191.7431,70.9659,9750.7986,30.02,8.48,2.64,5777.26,372.26,709.10,267.02,13311.98,22.398388,24.432163,33.845824,4.513533,21.706429,32.028053,40.222928,3.350664,71.774508,91.220176,118.257700,14.354487,69.538681,98.960891,123.416509,12.988658,203.146721,336.472723,328.000780,83.406225,44.488002,62.070677,76.270883,9.885425,0.048639,0.053031,0.073167,0.009777,0.047070,0.069457,0.087398,0.007500,0.156026,0.198006,0.256781,0.031319,0.151030,0.214744,0.268207,0.028660,0.444601,0.735509,0.717412,0.182726,0.096720,0.134572,0.165618,0.021666
187,195,9,3,I,3,I-03,2021-03-30 01:15:25 +02:00,1,0,,71,177.4532,16.3645,51.8314,0.836177,1.216604,1.180004,229165.00,56335.99,69806.30,549.1473,136.5320,167.8598,506.886400,493.053931,586.901700,1319.123631,1105.682073,1841.706178,1.225570,1.194563,1.425106,3.225977,2.684915,4.470937,200.4928,18.8139,57.0556,0.738212,1.304638,1.261179,63998.39,81495.23,30704.51,4559991.83,137.2844,174.4564,65.8841,9711.9370,31.61,6.59,2.39,5862.25,323.08,668.28,256.87,12903.00,23.358232,24.884449,35.405346,4.502124,21.821046,32.455740,41.485656,3.318708,72.937962,93.126762,122.789350,14.108194,69.737887,100.625195,127.335339,12.740157,191.894067,339.835184,333.582407,82.298224,44.778231,63.032329,79.013754,9.638174,0.049674,0.052811,0.075096,0.009724,0.046438,0.069184,0.088356,0.007194,0.155088,0.198263,0.261108,0.030454,0.148255,0.214553,0.271262,0.027534,0.409607,0.726502,0.713147,0.179498,0.095098,0.134407,0.168349,0.020793
196,196,9,4,I,4,I-04,2021-03-30 01:15:08 +02:00,1,0,,75,166.8211,15.9318,50.3518,0.825524,1.232555,1.215444,215441.12,48400.17,64818.67,550.2167,123.6566,165.0376,485.303890,440.639207,542.143165,1241.422647,1024.462556,1784.349499,1.246162,1.117094,1.373855,3.185043,2.610742,4.546933,194.6984,18.4767,55.9935,0.728275,1.307490,1.288937,57739.39,81697.47,30531.89,4394236.19,125.8990,178.8219,67.1151,9616.1616,32.69,7.27,2.61,6135.41,307.37,702.76,269.95,12441.80,22.733945,25.930598,35.127278,3.983842,21.084821,33.354586,41.554865,2.598817,70.255834,96.001156,122.560840,12.327338,66.845926,102.906023,127.074504,10.660250,180.240972,331.806396,326.996054,71.006890,42.373432,64.773221,79.229600,8.333676,0.049923,0.056751,0.076892,0.008741,0.046378,0.073088,0.091083,0.005717,0.154356,0.209929,0.268322,0.026988,0.146976,0.225095,0.278271,0.023352,0.394981,0.725343,0.715991,0.156804,0.093090,0.141717,0.173361,0.018201
103,197,9,5,I,5,I-05,2021-03-30 01:14:49 +02:00,1,0,,58,173.3273,16.0373,50.7522,0.850124,1.194388,1.174216,220096.62,54216.98,68729.22,537.0036,132.2846,167.7582,505.021340,502.853022,591.227037,1276.677594,1131.828532,1839.078586,1.257848,1.249889,1.468597,3.170619,2.806486,4.566071,199.2728,18.3613,55.9181,0.760861,1.263698,1.213735,62928.09,83282.72,31345.45,4483980.10,133.1131,177.0375,66.5517,9603.9213,32.55,9.64,3.34,6103.05,323.05,683.84,254.95,12520.33,23.143823,25.121944,34.955180,4.237185,21.504815,31.930478,40.712842,2.913634,72.029878,91.942771,121.162751,13.213818,68.780701,98.700698,125.401308,11.610188,193.896475,333.407740,333.015641,73.612964,43.670028,61.808748,77.777490,8.999065,0.049625,0.054050,0.074789,0.009207,0.046028,0.068370,0.087018,0.006423,0.154286,0.197828,0.259527,0.028767,0.147208,0.211823,0.268233,0.025368,0.418666,0.717801,0.716028,0.161962,0.093517,0.132823,0.166414,0.019607
111,198,9,6,I,6,I-06,2021-03-30 01:14:31 +02:00,1,0,,51,174.8476,16.0462,51.7241,0.853339,1.231097,1.150173,219342.88,53774.78,67137.65,532.6794,130.7000,162.0255,506.821965,478.038882,580.949257,1312.732805,1085.986484,1823.952123,1.246358,1.170279,1.419871,3.228350,2.669984,4.494448,202.5784,18.9395,58.4389,0.730472,1.363640,1.261225,61816.39,82781.63,30481.12,4655660.55,130.4743,172.9206,64.1576,9800.6718,29.12,8.39,2.45,5917.86,313.02,664.10,252.86,12923.78,23.939677,26.378693,36.187461,4.515185,22.139899,33.691171,42.446344,3.134046,74.307104,96.526478,125.461148,14.073376,70.486748,103.837865,130.240579,12.504208,192.865852,343.362826,340.826312,82.730577,44.826527,64.594189,80.558505,9.622741,0.050301,0.055776,0.076502,0.009541,0.046489,0.071572,0.089889,0.006715,0.156135,0.204751,0.265786,0.029841,0.148099,0.220432,0.275855,0.026634,0.409929,0.727997,0.721150,0.177574,0.094148,0.137127,0.170737,0.020443
